private String name,private int A,private int B,private int C,private int D,private int E,private int F,private int G,private int H,private int I,private int J,private int K,private int L,private int M,private int N,private int O,private int P,private int Q,private int R,private int S,private int T,private int U,private int V,private int W,private int X,private int Y,private int Z,private int AA,private int AB,private int AC,private int AD,private int AE,private int AF,private int AG,private int AH,private int AI,private int AJ,private int AK,private int AL,private int AM,private int AN,private int AO,private int AP,private int AQ,private int AR,private int AS,private int AT,private int AU,private int AV,private int AW,private int AX,private int AY,private int AZ,private int BA,private int BB,private int BC,private int BD,private int BE,private int BF,private int BG,private int BH,private int BI,private int BJ,private int BK,private int BL,private int BM,private int BN,private int BO,private int BP,private int BQ,private int BR,private int BS,private int BT,private int BU,private int BV,private int BW,private int BX,private int BY,private int BZ,private int CA,private int CB,private int CC,private int CD,private int CE,private int CF,private int CG,private int CH,private int CI,private int CJ,private int CK,private int CL,private int CM,private int CN,private int CO,private int CP,private int CQ,private int CR,private int CS,private int CT,private int CU,private int CV
Test51,-1460119602,1318803210,-718279397,-226789683,-1872223339,555583325,-1544427705,529259639,265578939,52914210,1863964247,697456494,690806831,-1917452865,150879358,-739432798,1388868898,2029910389,1335242955,-674693264,1417915080,-1719999534,1191357067,-1031667913,478309215,-2036204950,1087807211,86614571,443324784,-738675514,-1894722334,-1418407063,799858772,2094671003,-2088463539,-386766262,632129785,3515710,-392393381,1218160891,-930654491,256151127,2033561898,30773325,1767027067,-136585772,-922370894,269688009,1468767613,-1545990879,1474018529,-994721529,1224559314,578848149,1581701896,-691359425,598882952,-376739793,336731253,1998115872,-374193893,-103703423,1992947808,-1042518816,-483923721,-1318954261,-898963446,2009780883,-1793394373,-1565219316,1856394531,919193792,-1585044289,1221617526,303925867,1298877745,-1519770280,-627039328,-1865905508,-1544032501,1524680538,-15369952,-843517561,1340015389,1146530141,1471799065,-389594243,201673084,-1959087036,317216497,1086017264,-1495279537,1675530106,1099171143,-1738111911,936533990,-1842113153,13297188,1798400091,-1524294639
Test52,-1144779614,-1759309712,1644921895,1415055023,855681039,229915814,-289441758,1021190021,1123456268,797344459,1067652293,-1968906928,-1459447681,-184908901,179674565,1735990300,-1873149773,2130604293,-1950573709,-778298154,-1047892133,-744052262,-1894654364,-537892320,-895631402,1963449536,2027657556,-766527900,731876788,-962861460,9549127,2081949483,1393958776,-1806049521,1363264496,957333935,-1227310689,876415761,-1976224681,-962237266,600415713,-562191620,1068740021,914963328,-1969603914,1702471354,-1026181982,954971756,-316387557,1266364419,804912753,1166939190,2001405589,-445843440,-1078847782,-1736042244,1543721334,1298465940,-1407108134,-2090824127,1666383198,435728364,1729270743,-1972721590,-1794485756,1322025108,2042241542,161213608,2113156662,-1425701923,2019958032,1646226966,-562749155,845750236,547130355,-1038847612,1381063622,-1722576731,1232817446,-1861496717,-1512614179,-1719892807,1928260608,508079235,221452474,1493470396,-893982630,-551532471,-1954805855,498946667,-1535880078,-180479642,1214157893,-548812084,-26612462,-1018271788,-514357106,-1160587354,2103644145,-1948053885
Test53,1989082780,1440746547,-1314311080,-947179228,398279690,1521191187,-1153054200,1968175939,-1687933578,306389892,-280452518,-514474853,-431251903,-684176432,-1062647896,-1987971419,1389906067,-2117900538,1474029291,217853810,-1681921631,-883519508,1251520421,-1435984454,1276020274,-152636621,1138675201,1192821300,-475763874,1005796076,19555127,1885422119,1133311896,-1480540869,1466376245,889362240,2097836015,2041602633,1587504763,544827558,959669648,-1205373570,-117304506,1780949323,-775786609,-1701325328,-1764271888,-2146265211,377568486,-571065834,-274773354,1032772060,432292541,-1834714432,-551879173,851539237,972851947,146872651,1168861099,-1879144497,-1162254660,1093432591,-1266723485,1350710908,1691093492,2041013276,1908157104,-1200335405,-539274732,-1065999578,-2057092139,-878944876,1473658331,-483536707,-1351605519,167311596,-627582705,-469637184,1892272993,248498185,100114556,2085252371,1701048162,184493809,-1196580291,424854671,-1533881349,-173732465,-1591615943,1829527866,1868500761,-2083824369,-1598903568,-834681673,1104446459,-503632278,-260693385,-1635155456,639254992,-23202236
Test54,-231285823,387462993,-1797838691,992776693,1303147551,-1023691929,138508388,832147940,-621499127,-1910195734,-596267390,342185244,1616519710,1580735270,-91007656,262130200,247585641,1297027841,-756766162,285534433,770260965,-1310055639,792739155,-358729126,-1808651198,1912265868,-1474170744,-551223078,1565733353,-1271116787,-420808803,654693883,605962814,-765919628,613334876,-912272975,-1645196764,-1562849371,1743576742,2103873182,1853915589,1790966036,947287516,-198205533,-118590318,1466700664,-1161846656,-1402385734,-1285945975,-1865220162,1401150747,-847143678,1967190965,1041427264,-189886624,-895341541,-2104384773,696378166,2103902353,609622195,-568644334,-1319195796,473006625,485828193,570359507,-164901835,1328387738,369622193,-1404533326,-1965487201,-57457472,1938220415,219394444,-1938897433,-1693452042,-1105879928,183717538,-365831889,-1866098463,-1804336067,1037335525,-1284630419,-961237685,663016410,-1330855565,-1870628442,126142025,684233399,1930726241,-1332120740,-1708360290,-2109967138,-842527558,-1337770683,-986924190,-177083171,1948569288,-2059474883,-1943461666,128779996
Test55,-1587908463,-1106869892,836877754,-417013519,1718180516,1030862091,1647342425,1264768178,1584556821,-1596087437,-1796298108,-1653463541,-1517888059,940564152,1372471109,-312784046,-346557210,-1659387259,-1199913195,-1367137640,857351613,-1091527768,-1375300295,-986208190,-1394094678,1994019519,-1829166744,-768015657,-1087655067,1569033779,-1836403535,-1499006950,6019209,-1786019995,-1108115301,-2136465573,2127650646,595119911,-328039283,-794729207,1041402034,1681284462,336782704,1428796300,-2102391183,1745995845,-1233347694,-229714607,539450837,-967643645,1787271885,-1266818011,55539288,-1301619008,1024907495,1907546567,804155560,1000075524,-63777220,-910682697,628224498,566357441,-994997094,1232596052,1839533923,953976707,-952899477,-353397979,216163819,275615973,-81842151,1685323382,-1108776381,1323279942,-809828947,-605125593,-1335216847,-1287569731,855813817,-692037697,-926199798,-202680247,-180130184,844706759,-975092360,644494156,-2037498317,-1249983403,-561513859,661770554,-912810011,1409787622,1233785783,-1341183347,-1525364958,-1750723727,641919717,-1293791236,-1556057036,629899960
Test56,-1741956951,3992299,1026547078,-76552736,-749873521,2109985060,-146650299,-2078522556,-811811507,-588668985,-1417918141,-448672635,1574019916,1183027583,-532049121,325304805,766386023,-132578314,-735109469,237745877,-1008045070,346120330,-1683429268,-1125839925,1907156477,-1519690688,-737843504,-514477735,-1467431720,-467418376,-1362442501,2079819899,-655890982,-1012842014,-2091886501,1492579376,-1112958882,1568531760,1509476926,-1232048053,720262670,1977498893,-1675616328,-2068823670,1203221347,-397320755,-140870198,1884590823,1853379691,934555493,-1295042625,610505774,-1339561523,179683356,-380781095,447507919,1277917706,1849790082,376459821,1273175541,228752133,-772800863,-1099257909,-1579904298,-659718203,-672371086,484495393,1964086860,1078689400,-188506734,1380260512,-1675338076,2075587258,595876917,1417792159,-1085417290,-1057202153,2059908442,-1191327872,772079413,-300418866,-2032859072,-1814451440,1547948872,-1971295017,-144063208,-143338957,1246939737,-723442393,1676919035,-442477632,1400685868,-1809420494,-762817250,-1462763095,1948443698,1411538097,-338576061,-570959777,-683094754
Test57,758733733,-1412470414,-372866956,203896248,267504283,870135528,-70007167,1591461874,691146032,-1589590960,442772809,-2127908040,1991042263,1673221424,1473314334,-1699250420,884216281,613546149,1236695939,1885336273,-609910627,2003101523,134224402,566044390,-609777879,373968022,1761928096,-545516810,-575867160,-1859129604,1315203230,1719676301,-1056831827,281701367,-1233722430,1071116527,-785426185,-24118578,-567708699,498358565,1225826934,682093269,692686894,-686706857,1775285454,-510177059,1104222832,-1076808095,2136273306,-351889427,200717264,2129169567,-1413584461,-394073807,-1294190677,960812811,1363618993,232365874,1525645494,1800210826,1093045425,-1680132025,-2119181210,768598146,1334794840,423001163,-255012719,-891330641,-1400414952,-1829516913,-2101799084,1826941495,126323633,1277410578,51836215,-1554626565,1959315707,1305717231,-737063537,1445276719,-1357305631,579703830,-184084189,1082659116,1414660528,-1966038466,-1255857390,-162235004,1296518545,759839514,266612723,-368048553,-1467146156,-1385741878,404747070,-1772182812,-1040698002,1616389524,1121810153,1489642850
Test58,-611657148,857323731,186505558,1330113808,265271466,-1765801169,-1501264533,-1835063926,1169704357,1113555725,359024898,-148691106,321706104,-825978295,575204740,1750781407,299412958,384819746,724645584,1684461112,1637637011,-1941290379,1016556640,-830039101,28669977,1844521006,-390541138,-1774467685,1699904184,-492787973,-797005100,-1350387345,-1909057595,467063361,1536804466,-912332903,-394420953,-501761709,503025107,-1571339154,-1043197162,-1527221535,-1077665198,-462388521,746857766,-1995773010,1817122554,653780000,1485772676,153840773,998158700,-389369584,1501514878,-481555603,1073730821,-1510756295,620568136,-236356581,-734069697,1413033360,-1970990852,-1239944281,-127343529,1993041727,1977786594,432935810,-1940402384,1739355065,-74239759,-234942552,-2097643657,-1654131441,1015733654,326403089,-675261689,1447177602,-433244237,661368172,-1266671731,-999601832,-1561623,-1929316081,1551218031,1111290354,1778358810,1706041384,-1019728663,928349726,1023172905,-857849288,1094279545,-1060809814,1998185219,1069986498,1314471805,1152929337,-1321646877,1803185727,598591513,1447968601
Test59,261222353,757951060,1517088606,2113067987,801838443,1024210246,756267176,-21583291,1587690727,545757357,-1413991097,-1087387922,251599959,-173329561,-1557509792,1568837833,328548911,-118538545,-228500715,-945843236,-281521404,1363473199,-1057796125,-1547352879,655351702,1713389426,1311997004,1864982981,-1725688048,1882769437,-1721865803,-1835594657,-1316169331,-219717248,-903768432,873197860,-182391074,-1465616088,1142723773,1110446090,-1038391926,746529431,-1846859219,-265749942,-1442226667,1135328054,-1692510264,2130876794,884131461,1220827530,-830182767,49599450,-975910367,2101640102,1568570118,-1620139539,1605171579,1080862944,1210318540,574908747,-289378639,-1538131257,-1562685301,-1377259339,272265711,229163348,655905303,1366524266,-892361,1746450014,677416143,-1532098120,-1243552156,-1562610605,1858499658,865948885,-1597461909,928326692,654552879,1096821743,-849924892,945198721,410290787,182547584,1514561736,343882822,280296042,-1474191385,-1823463556,-1020087756,96587526,1005518900,-363796722,1778701284,-930677468,-1492249021,-939081539,-1026651657,1559110392,441462027
Test60,414133182,948225938,-1475433882,-332933577,-727910339,360540937,1129524643,389028854,503119521,1884616153,-360840676,-384533489,-207618284,811814876,1420889494,697630775,-1056672446,1725761975,-465876586,1900218278,373515360,-375270762,-1473210110,1816696295,-1422958737,529536283,-1007234041,1481980655,539316673,-12521581,-1371722179,2062084209,419613628,-1886454934,2021743369,2011580528,-1146234915,-1468164128,-1265101757,215705877,-136930305,440249341,-1125849320,-1928801854,2036026077,-899148862,1749510960,-1440983706,-1237636651,1146432672,981616658,1326855699,613265134,-604228306,1061334215,455372237,-2000749796,37516309,657792445,-89575261,950219970,555571790,1308540142,1650392067,-1459190153,363992207,-1010798527,1289602890,695715340,-1491058686,-1355052496,-1561712229,560465870,-1508854216,-1526343510,-1808758543,-1030118904,1489806428,1320500794,1436264054,192767179,-1648860757,-1060554393,228006932,952437232,-1828669149,-1717895586,-1836867764,-1000464035,1583782522,-855439666,1034689863,-1451688568,-564107695,1374501907,40371242,2104714297,226970025,-1627185258,1460161966
Test61,-1397291117,-709206891,-2077911694,1089609454,-1122497708,281573425,-572115621,136515971,1296046683,-871565358,1758086587,361265613,-696856470,1383782782,-1977629411,1012154003,870349869,2018832798,-842062386,-301001266,475561339,-1937168910,-1843748927,1959869121,312263642,-930094140,2112240819,1946677581,-1764478648,672154976,-365821297,1606380162,1691477304,10263234,-31334382,-372384135,1343468506,920799633,1686454194,1018556256,1771720095,1961048140,-460692293,987998677,-526525700,-1417791294,-748161349,1867036280,-703983507,-2081479225,-58106080,1334939835,-1076298052,994486308,-680469217,1500960507,487859074,-312158513,1749840854,1095436244,28802542,1174480475,409540276,957759664,1395305413,1207786417,-259934184,-2104045151,-1765780823,-1259833856,-1902240200,1284946544,-1544791651,594658289,-1106271676,-361536266,-672811321,47945759,-262652470,-189386583,141612408,1451249862,-878015909,-663641223,601610345,-2039241030,1299683183,-503295012,1829125191,343242649,2003417733,1409277991,-1746821518,-1509261501,1635368334,-1640790240,-1116623872,-1461537654,-1094840437,513750480
Test62,2049801479,-721666778,711580532,-354083172,1594155035,594357483,-647222948,771566998,-1066378731,414024765,-511873583,2147413520,2015026710,-790748733,443296648,-399788686,958431691,1528863578,-2007004358,-1376770227,80589297,434057804,936447432,-915315025,1115597595,2315969,-596853595,1219201208,553073331,1124888181,1561951348,-798221203,-1501098946,157274794,-1486789137,164420556,533661411,-1790559904,-1249097461,713021983,658538285,-1797653053,322747993,1233109909,28786959,-1469252635,1854040751,533463565,-2095335896,-1465650259,-581281529,-2029921483,-1727353783,-437213426,-1950314842,723573715,1028948019,231942011,50609536,-1160108958,922595492,-606206311,1245853914,2142202592,1116151188,1946181174,-939552719,-702560794,165967803,-1538006151,941126746,-76704520,-1779719081,903641435,-975844630,594156062,1852840235,2022307413,-1707207721,-1435985741,-1880525622,-559672998,148669791,2000948604,1437914901,-2116834808,864256552,-1937779716,-621494783,-8658919,507366824,1060949253,-1978963299,508079647,32776902,1145166482,1206391379,-83887248,1552093377,-2014329644
Test63,220160109,436033886,307708497,-1293558646,-951317541,747626411,-1637575925,60681877,29132082,-789259205,464426761,1251695819,1363083512,941705739,501184713,-198021109,-1808965090,-919125151,785666389,229259152,1240385741,1587798853,466902692,-1664317046,473745765,397756975,1754971200,-971179798,-53047358,1782561281,-2035252696,-2010590083,1143763648,-840696521,1057975799,-17857732,489864193,620268892,-521962940,-2105290271,1479714797,-1053152065,-1262221236,-1392769603,-698555911,1400891239,1042513870,-1630549816,38863148,955887427,2000587062,1126187769,-620640033,-583006299,1287800317,5764312,-1634324028,1911452657,-1343018161,576005969,241401640,568958353,110387949,1797981386,69002364,1930257707,426366548,-206393482,-686194927,2081313558,-752007137,-823727893,391751714,1629297417,-1133437015,2140806898,-419372265,-1752029419,-1687041290,415232413,-1165366264,1523736020,-1820271918,41977503,1213115007,-1845651486,-1933361862,-1696776745,-1185543039,-368412532,883833339,-720135379,-873067057,-772104761,272962969,1080326561,486043497,1108171620,-1932296590,2058541985
Test64,-1982536877,579237248,-922802143,-1764823910,-293883750,-704541120,-1462945497,-831060016,-11005031,-442352962,1105096392,1851906162,-857612680,1308357438,-2081481934,339863272,2106203637,562844324,1389781476,1961109360,-448346522,-2074781398,-720218547,680549864,62762238,-1026775475,715448499,-1226085652,-883994289,3137032,-572551850,-418851293,1480997647,-1398952636,1492822485,1700407766,1752690718,1431708046,1379292367,620753858,753977031,410798090,722101197,-1779859666,-1189865403,-320976985,-2016132258,1248697406,1630443401,1424517779,717239683,-153614199,1443942458,-46478607,1084068429,-1458811670,2363901,715167433,-1759252796,-1760025453,-624145418,-475848896,-1943450101,782025063,1829608589,249702152,984072385,-174620281,244619636,-1543625703,1869813417,-192419283,1286378473,-797415264,442861196,-2089157703,1503616312,263743288,1003778141,2086220553,514740100,-1666939305,395091358,-1503540211,1972149957,-147835126,-1062755326,499849625,641676820,271074020,-1031647660,287245948,2043061542,-727612109,-852086889,1214256082,893116949,-2013428875,1299629165,-94345066
Test65,1548804966,-1833199350,-892025156,-1077819781,699553351,210020906,-1032808562,1379891195,-1076366056,1816826392,-1857101000,-413103185,1906655788,20168855,1594942398,-1732120351,1880402640,1704901277,-100407947,-2029172385,-1253878133,974156358,1049752042,1621787794,1037313703,-1952732661,542622978,797415374,-603674128,931059507,1220702306,-617420822,70715579,-140953719,-1336323824,-1959118829,-44028631,271519310,-1291895974,42545629,-2131121236,-1837089679,515899638,1956633242,1913335754,3385341,1047377258,438995439,1373073697,-1261623598,665015470,-1593166429,653587626,-1416961897,-990334961,1165305530,-648339903,207772654,2072888661,197487554,-2022680988,-509302038,-1798183897,-435446676,95307834,-1537971523,348997038,315736669,-801276969,380603061,-1871054215,1289976646,-197537602,-2045112727,1227051680,1672325169,1634049191,-692699345,126952491,169426462,891908737,784990416,1312199604,1810500558,-1323641415,769146238,-1024310454,-790394659,35937724,-28271355,-1855452264,-24968682,-703722053,1613167425,-858086586,1983887106,332194989,-641248816,-168961890,1144437954
Test66,1005382042,1391593735,337658226,171031070,-505858027,1968694313,-967473859,-631975715,-117845751,-1198785322,666412424,1823557718,30880696,492143040,-389027697,952094023,1743782657,1725050021,-300791260,144595684,149764833,1635099512,-1343711534,354099507,497400379,1073821921,1778554180,-1873347434,-852876069,-1202536472,1938481640,2120176297,236872120,-1130338580,1430937806,-1329043378,590756217,211996121,-126457386,-649165563,-1191257798,1955449753,-1762454774,-1323993216,1031224719,684431051,-1903870648,-1149022346,-2120889912,-59423310,1644578596,-567517001,-1577480330,549378415,-1201305076,-535567488,-353760722,205277298,392299948,1927661072,1152406412,759708718,564714898,369329018,1283527546,707556875,-609514219,1720128445,-1277251406,-415821919,-1572145805,368855313,-1194359424,99027490,815966777,750923395,1824267468,1947066646,286400487,-1576322109,981842775,1164645454,-950558509,-74681796,1587919173,18996498,-1335153587,794343269,1110077402,-977763684,788898819,-1670971306,1533984648,-581697078,329444263,-1625873762,431321641,937032718,-90972466,670195283
Test67,-1281229432,-1664212568,1956593947,958526825,2015128101,-1839232233,1962871964,1273455687,-2050596295,-177359412,-1803959693,805769111,-620516105,110368801,53322168,-456164515,1475910164,1841725576,1805510814,1937006411,553984393,133673991,-537885740,-971625390,1802222487,-1947795485,541904941,2068043644,-79743733,2076750491,-181251454,-2075263496,-643628093,-330780649,-190281258,44021366,824041328,1436914977,865550268,-155016267,-210328932,-1936318956,531167989,1610161241,1569699822,-1114520366,-267421604,-290292735,-1976199251,-1590638085,-828617210,1137373593,-1055319678,1525095771,2099125413,1405705964,-1015636351,2141247907,-552275156,761470332,7821162,-2030155941,1809238200,1857469589,-664130773,-2091345129,996618414,-768865121,734396841,-107486488,-1630294752,-1409741900,-1447070017,1433786133,639124340,154175346,911751558,-128941557,-1616496825,-1976006639,1634638806,-1419054191,719392654,-1982605129,465049101,833188671,1971603966,-1194639094,1945748238,1673127472,-567910227,-235387897,1249777804,863001590,-1842084359,-1539540975,855072648,-483723570,235453096,353225805
Test68,-1846365929,-611343596,1215832657,-806269140,-889750679,-1205251592,-1972520455,-1966912952,-1146367226,965847922,-1518414592,1699006324,-149547943,-718312589,866452542,-783035634,781752690,375447132,1964329832,1370820502,-322140153,644690099,-1853175624,480931460,1965882299,-1089567213,-1365134643,654058069,47452322,-502133916,-817246001,416685542,1151308292,-1096124340,-2027564842,-1322404602,1579897185,-1243302939,-1709236084,2072523333,-1351915083,-361394000,-355718128,-533432814,-2137984259,-535637048,197207837,1033302788,-2121799175,-2097611942,784450667,860396407,-335196110,1415739476,2068610900,-1161915301,1627965502,869027676,1650351035,1312407880,790966850,1244615939,-908574679,-1021674028,840436919,1796503866,-992129480,-1046079447,-1771070095,-220342780,-2112627404,-552541999,1769744093,-653953683,-1960248578,1484317651,1858645386,-1548877126,-326068429,-1549099260,1830556138,-420422943,1333443726,1850362262,1036747352,1897410619,211319946,-91127564,-567047844,-1666501257,986804555,-344297774,-1799537618,354255825,1404369342,-1372668801,-1389802120,-1169018748,914396158,-2061375619
Test69,724764768,-46774915,-1136199175,1604569938,590968773,-1010986672,978969683,-936282976,-1094894137,-2016935313,-439183478,1234669939,-1570381939,1512374680,439590746,1213928154,-852915902,-867336305,-1075815326,-669920328,-1201762721,-2017154547,198002694,77486299,-1624364497,-996508680,1251349143,719257165,1163150480,-1869964077,2085945265,-1265490454,1099972342,1357202295,-160881436,221657906,-471396939,1914114051,-1290834282,986030176,-82370178,1535119632,915181351,-895756101,1940055338,2090428457,753155158,-372079573,-2048994378,1416380793,-335782173,-1908801522,-1547933042,1431573190,-1831790476,-1560624820,-757367794,1479628190,1766376380,-1490437208,-1610635707,1121005775,-1417325863,376138329,1721758203,-1734228709,-243093507,560352729,-1910317579,-636350164,-1364720560,-1770065156,1857641078,158834885,-1091827435,-1604004029,1575975177,54754106,-292894965,10010225,-2026777474,-437058270,-800233451,1300909407,-1963789007,-742340278,-481624292,930348556,-938723951,1608801515,-166499788,-101072648,-760616224,-361770209,1084470013,-1946165327,449500727,-1412664431,-627732149,1215624365
Test70,-1906892339,-759191436,-437128183,992152666,139685496,-1459857482,187216986,-783727757,1408808306,1909726068,640538368,-671058283,667026016,-1746989648,1507786753,-1216162030,-1106425456,-1465377984,467270791,328694019,385670786,-1411968503,1243055879,333459107,-1105506647,623959661,2066459046,-740735781,1847305330,-916870143,-1673567529,-281021160,-1439934843,-741614205,-1695715256,-175267740,1861445450,1815220234,2003198974,1132668852,1236170926,-2122211969,987654078,1705047422,1247402022,-2062134709,562647727,-1625453425,-2106734861,115821137,-460327620,2008395802,-1259240792,418916639,-1313620161,-1798407917,-359149079,-1029103265,-1576786853,-2129466179,764483956,-1883537517,-1453628759,373024898,1895513445,1107799041,730763158,-934643966,-946351435,-348334101,-325644534,896131693,-2131401469,-1261319677,-1665541939,-886040555,-2084514665,-1831764451,588460070,-1907871426,-2084564830,832932902,909357508,-1241762504,1111994826,-89421228,635821026,-959420241,1695627494,-561914210,-1325304667,-1481392575,560985606,835433326,-1062964536,695090257,-851518539,-923597931,763317370,154102810
Test71,-1413365119,1282077055,-1235431290,1521231367,391700667,-1738285657,-689181260,-849588416,-1852999046,-1274679220,-1387000721,-1872864120,-1511322138,1281231460,-360522073,-359682491,-913801294,-1586212399,1588382200,2110134752,492375018,-406663982,-278441973,-1106758577,-594215186,1756741820,693573948,1567044079,923171517,1095157736,-1830713987,1408659350,-788083594,-916532497,-236198023,512358632,1421678108,817531156,-894382596,-1079599127,-1577627495,701479937,190185361,-1046251052,-1207768571,-135667018,-1787556756,-928656086,1870300199,2124337086,-1100309878,1545469197,1163040571,354162339,-278212586,855399886,-1664680715,-1562323805,-388792306,289136323,124233670,-1535192925,1477508390,-774404770,-509408675,288958051,367834860,-1961970310,990966640,352710898,-1823013588,1698472696,-324476485,1088137316,1719125397,599574666,-2009394104,1015686851,662220700,-56657970,-1808540943,1693091907,-1773763937,-57747810,824503075,-969909576,1991537230,964025766,-1140278044,-270938036,1899984198,-1249891274,1827681302,-1922832020,979720702,1445119320,101390844,130206210,324912614,1430981157
Test72,-687854851,-1225937431,-1824423219,1188201812,479313064,198258845,1636744834,925588499,-656916488,1089592370,-658562882,-1558022119,-450092072,1714697095,1133435712,-2133737733,946658280,1373547451,-807266246,1219357375,854265729,691882206,1227385579,-1203710034,-2129120009,-980037141,-134994292,-807773330,-1619124963,1637273590,-1888108688,-1903232689,-777702643,1465568417,703175270,-42137628,179860520,-1698921516,-318181791,-641328170,-1239260069,1313864876,-579560357,1429457908,-531725660,-836780621,-1508171403,89924237,409928148,-1047752622,84477794,-779399167,-1411462762,-660502653,740652806,-167939435,-21757009,1612004810,-1739402919,-1874032761,-1281902202,-1655931291,-1232768367,2057558370,-1019525657,675401154,-1830747264,-225738861,1242341123,796427568,-737215174,-365706437,-1386824517,-1587972647,1661420282,1230077254,1208721181,-1178450192,1873671749,2048508347,1464449326,-110099674,-2093487792,-1459852203,-1484340247,1518373217,611931038,799171155,426130824,-523381585,1045998829,-424829556,-1998448383,-643739784,668586578,184964293,-959421997,460105203,1842600354,341955910
Test73,70834177,-283587621,-2103036140,811917738,1687799902,-2007815839,1449662756,160213495,141272331,-867425436,-866705735,1613148398,673653310,-841387298,-1493644407,-1487850845,839506756,-1105068127,498359996,92463183,-166607928,-249548220,48295887,-1867381404,-194516651,144896343,2057172411,2132830689,-822654695,-565920291,1871354965,5408231,-1485521429,-1873566981,-2066576392,185457292,334056078,1310452972,1934428000,1050903535,220218423,-2135762121,-472546344,-326543220,1349460300,-2055355868,-1311563880,-57333295,-1453002642,-494579861,1884723815,-145557007,1145813945,560719407,1485616264,-2144847113,-666477494,-2537942,-608364589,-1451005155,997818881,-2103643608,-1142149343,561554014,-447286393,-2031351367,1052282861,1646323017,1594772114,1916176929,477289015,270225687,-2003390361,-1738855789,-1275514197,267154687,-1913037152,1220560798,-1462912253,-1175884599,347924527,1347129831,-428757848,-383676255,2026737314,932803608,2021980575,1972555309,1396647847,-445619176,1153734563,1512177377,805918419,1417384828,1761597837,1150406545,-2102976610,740012860,1572829948,1581780295
Test74,277812146,-1378632023,2095006257,-1722127530,738828644,650314142,-1006281670,-480700753,-29407614,-33763850,-1678715054,266250866,-1934578865,1352766525,-1186275449,-1387111992,686221771,-1968942167,1480368541,-272473361,558531894,2053281098,-876218318,1837768598,737400279,1558472320,-1427159262,551044714,2016406777,1677526702,-2102187732,1700737520,899757365,1172061228,1914885077,-205373291,-795651337,-1171553151,823285132,-101670398,109971770,315724754,-691531250,-1043389003,883631765,-1054222444,134029579,328720077,116375163,-349900664,-1473088759,-261115612,-1389808962,-1046325271,-1942429559,18815906,1657983317,295871454,688424807,1440535504,-460256674,1073028917,-1528423802,-605157717,454787685,704292946,-1080358996,1439257274,289375462,558041957,-1821403223,396808034,1027119888,-1301722150,2045013183,1312339321,1161120459,619090197,1192952637,-51544808,-4570628,-1730500001,1538463852,366314676,1391882759,-2075894246,-1461904465,1280546159,1446961045,-1307379652,-71299611,1583405228,1326525079,505269242,-1370262767,732041952,-1419242871,1621466307,179583549,-954910801
Test75,1444772603,1305420399,1023786906,-855921865,-741755828,-389735240,-44151572,1276560550,-1488450375,1914939880,693156900,-191797742,-117117547,-986327852,966467662,-1991590520,1404700889,849972744,-425944915,-1629256859,813783775,-789740477,-743263709,-131053084,-1150286742,-978350043,-792659242,-1899449864,-1384759063,1076471590,539733009,-376137380,-799933188,-732526134,1354272359,2008389095,37081399,856072466,475495453,2101105188,-1600232155,492879669,-2130303543,-838951134,-1326678386,585217936,-166134474,1121734535,-101039875,-1565982246,1617783434,68038635,1615225212,-1961894757,-911757398,-2130988958,246960801,7054046,333520349,550048602,1689038030,-189576923,38896047,1469658535,-416721229,-1999948388,852027671,681264092,-217239017,-54925422,-1451415588,363720924,285692120,-516218332,-1694450125,-941162064,1046345264,38702650,1433339309,568803994,1867376697,716834743,-734803889,181418345,-179382862,-347665940,1469228546,-936236786,1158796291,822472525,-1670058963,-1281475985,299579774,-749143962,1078641568,384949882,-1775675417,-1204531697,-768157517,-298992259
Test76,-1330783434,-1977650466,-863379026,-1208236107,-1061695334,-1017653284,-1845123221,-1272104156,-1299670591,2067499132,-675974086,1521660583,-1024569258,-1709301304,144968964,857576007,1042439627,-82212643,-90859342,-707042097,-124564649,1720652953,745413071,-363790691,-718467518,-98230638,374562411,-1593542211,1008948320,2136485705,1260620355,73555763,-1821010726,-814335585,684171038,-1499754089,1067247923,-699557497,461088633,-1528902425,1531966090,591448572,1838966630,-1190539368,-1589031140,-1911880139,-870008912,-2145681170,650208269,9521687,-33362109,644982925,-1189839001,1826514411,1544617674,410127182,1897567842,-1121969840,-687856999,-1572522,1531323365,-1100584589,1647529678,1767692645,-1326191795,-1253726596,1821489586,-1438474901,-710040724,948884555,1292707940,-1641149344,649973203,-782669213,-1238507080,936762708,1016282708,-1546346714,212888412,-1353015355,-665381182,1761980994,-278956740,-608449232,-1258276102,1509681771,202807079,1720967146,1851490599,1616525898,494978226,-2139192529,-902815168,698466484,1492097884,1462317179,-870568235,1235720223,-908661006,759156248
